assessmentId,internalTaxonId,scientificName,code,name,formerlyBred,origin,presence,seasonality
54232897,133303,Acropora lutkeni,4.5.4,Indonesian Seas,,Native,Extant,
54258298,133420,Montipora grisea,2.2.1,Kuroshio Current,,Native,Extant,
54258298,133420,Montipora grisea,4.4.1,West-Central Australian Shelf,,Native,Extant,
54258298,133420,Montipora grisea,4.5.4,Indonesian Seas,,Native,Extant,
54258298,133420,Montipora grisea,4.6.4,Agulhas Current,,Native,Extant,
54258298,133420,Montipora grisea,4.6.2,Arabian Sea,,Native,Extant,
54258298,133420,Montipora grisea,4.5.12,South China Sea,,Native,Extant,
54258298,133420,Montipora grisea,4.5.11,East China Sea,,Native,Extant,
54258298,133420,Montipora grisea,4.4.4,North Australian Shelf,,Native,Extant,
54258298,133420,Montipora grisea,4.6.1,Bay of Bengal,,Native,Extant,
54258298,133420,Montipora grisea,4.4.2,Northwest Australian Shelf,,Native,Extant,
54258298,133420,Montipora grisea,4.5.13,Gulf of Thailand,,Native,Extant,
54258298,133420,Montipora grisea,4.4.3,Northeast Australian Shelf,,Native,Extant,
54258298,133420,Montipora grisea,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54260807,133438,Montipora foveolata,4.5.4,Indonesian Seas,,Native,Extant,
54260807,133438,Montipora foveolata,4.4.4,North Australian Shelf,,Native,Extant,
54260807,133438,Montipora foveolata,2.2.1,Kuroshio Current,,Native,Extant,
54260807,133438,Montipora foveolata,4.6.2,Arabian Sea,,Native,Extant,
54260807,133438,Montipora foveolata,4.6.4,Agulhas Current,,Native,Extant,
54260807,133438,Montipora foveolata,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54260807,133438,Montipora foveolata,4.5.13,Gulf of Thailand,,Native,Extant,
54260807,133438,Montipora foveolata,4.6.1,Bay of Bengal,,Native,Extant,
54260807,133438,Montipora foveolata,4.4.1,West-Central Australian Shelf,,Native,Extant,
54260807,133438,Montipora foveolata,4.4.5,East-Central Australian Shelf,,Native,Extant,
54260807,133438,Montipora foveolata,4.4.3,Northeast Australian Shelf,,Native,Extant,
54260807,133438,Montipora foveolata,4.6.3,Somali Current,,Native,Extant,
54260807,133438,Montipora foveolata,4.5.12,South China Sea,,Native,Extant,
54260807,133438,Montipora foveolata,4.4.2,Northwest Australian Shelf,,Native,Extant,
54260807,133438,Montipora foveolata,4.5.11,East China Sea,,Native,Extant,
54290854,133593,Favia stelligera,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54290854,133593,Favia stelligera,4.4.5,East-Central Australian Shelf,,Native,Extant,
54290854,133593,Favia stelligera,4.6.4,Agulhas Current,,Native,Extant,
54290854,133593,Favia stelligera,4.4.4,North Australian Shelf,,Native,Extant,
54290854,133593,Favia stelligera,4.6.3,Somali Current,,Native,Extant,
54290854,133593,Favia stelligera,4.4.1,West-Central Australian Shelf,,Native,Extant,
54290854,133593,Favia stelligera,4.4.3,Northeast Australian Shelf,,Native,Extant,
54290854,133593,Favia stelligera,4.5.4,Indonesian Seas,,Native,Extant,
54290854,133593,Favia stelligera,4.4.2,Northwest Australian Shelf,,Native,Extant,
54290854,133593,Favia stelligera,2.2.1,Kuroshio Current,,Native,Extant,
54290854,133593,Favia stelligera,4.5.12,South China Sea,,Native,Extant,
54290854,133593,Favia stelligera,4.6.1,Bay of Bengal,,Native,Extant,
54290854,133593,Favia stelligera,4.5.11,East China Sea,,Native,Extant,
54290854,133593,Favia stelligera,4.5.13,Gulf of Thailand,,Native,Extant,
54290854,133593,Favia stelligera,4.6.2,Arabian Sea,,Native,Extant,
54290854,133593,Favia stelligera,4.6.5,Red Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.6.3,Somali Current,,Native,Extant,
54293583,133616,Favia matthaii,4.4.3,Northeast Australian Shelf,,Native,Extant,
54293583,133616,Favia matthaii,4.4.2,Northwest Australian Shelf,,Native,Extant,
54293583,133616,Favia matthaii,4.6.2,Arabian Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.5.12,South China Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.6.5,Red Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.4.5,East-Central Australian Shelf,,Native,Extant,
54293583,133616,Favia matthaii,4.5.13,Gulf of Thailand,,Native,Extant,
54293583,133616,Favia matthaii,4.6.4,Agulhas Current,,Native,Extant,
54293583,133616,Favia matthaii,4.4.4,North Australian Shelf,,Native,Extant,
54293583,133616,Favia matthaii,4.5.11,East China Sea,,Native,Extant,
54293583,133616,Favia matthaii,4.6.1,Bay of Bengal,,Native,Extant,
54293583,133616,Favia matthaii,2.2.1,Kuroshio Current,,Native,Extant,
54293583,133616,Favia matthaii,4.4.1,West-Central Australian Shelf,,Native,Extant,
54293583,133616,Favia matthaii,4.5.4,Indonesian Seas,,Native,Extant,
54299989,133646,Montipora verrucosa,4.4.5,East-Central Australian Shelf,,Native,Extant,
54299989,133646,Montipora verrucosa,4.6.1,Bay of Bengal,,Native,Extant,
54299989,133646,Montipora verrucosa,4.5.11,East China Sea,,Native,Extant,
54299989,133646,Montipora verrucosa,4.4.1,West-Central Australian Shelf,,Native,Extant,
54299989,133646,Montipora verrucosa,4.4.4,North Australian Shelf,,Native,Extant,
54299989,133646,Montipora verrucosa,4.6.3,Somali Current,,Native,Extant,
54299989,133646,Montipora verrucosa,4.6.5,Red Sea,,Native,Extant,
54299989,133646,Montipora verrucosa,4.6.4,Agulhas Current,,Native,Extant,
54299989,133646,Montipora verrucosa,4.4.2,Northwest Australian Shelf,,Native,Extant,
54299989,133646,Montipora verrucosa,4.4.3,Northeast Australian Shelf,,Native,Extant,
54299989,133646,Montipora verrucosa,4.5.4,Indonesian Seas,,Native,Extant,
54299989,133646,Montipora verrucosa,4.5.12,South China Sea,,Native,Extant,
54299989,133646,Montipora verrucosa,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54299989,133646,Montipora verrucosa,2.2.1,Kuroshio Current,,Native,Extant,
54299989,133646,Montipora verrucosa,4.5.13,Gulf of Thailand,,Native,Extant,
54299989,133646,Montipora verrucosa,4.6.2,Arabian Sea,,Native,Extant,
54299989,133646,Montipora verrucosa,3.2.1,Insular Pacific Hawaiian,,Native,Extant,
54302167,133652,Leptastrea transversa,4.4.2,Northwest Australian Shelf,,Native,Extant,
54302167,133652,Leptastrea transversa,4.5.13,Gulf of Thailand,,Native,Extant,
54302167,133652,Leptastrea transversa,4.6.2,Arabian Sea,,Native,Extant,
54302167,133652,Leptastrea transversa,4.4.1,West-Central Australian Shelf,,Native,Extant,
54302167,133652,Leptastrea transversa,4.4.3,Northeast Australian Shelf,,Native,Extant,
54302167,133652,Leptastrea transversa,4.5.4,Indonesian Seas,,Native,Extant,
54302167,133652,Leptastrea transversa,4.4.4,North Australian Shelf,,Native,Extant,
54302167,133652,Leptastrea transversa,4.6.3,Somali Current,,Native,Extant,
54302167,133652,Leptastrea transversa,4.6.5,Red Sea,,Native,Extant,
54302167,133652,Leptastrea transversa,4.5.11,East China Sea,,Native,Extant,
54302167,133652,Leptastrea transversa,4.6.1,Bay of Bengal,,Native,Extant,
54302167,133652,Leptastrea transversa,4.5.12,South China Sea,,Native,Extant,
54302167,133652,Leptastrea transversa,3.2.1,Insular Pacific Hawaiian,,Native,Extant,
54302167,133652,Leptastrea transversa,2.2.1,Kuroshio Current,,Native,Extant,
54302167,133652,Leptastrea transversa,4.4.5,East-Central Australian Shelf,,Native,Extant,
54302167,133652,Leptastrea transversa,4.5.7,Sulu-Celebes Sea,,Native,Extant,
54302167,133652,Leptastrea transversa,4.6.4,Agulhas Current,,Native,Extant,
